2025-02-11T16:47:52.713+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [main] lowableSagaOrchestratorEngineApplication : Starting FlowableSagaOrchestratorEngineApplication using Java 21.0.6 with PID 27940 (D:\Projects\Code\spring-flowable-microservice-event-driven-example\flowable-saga-orchestrator-engine\target\classes started by anirudhya.sarker in D:\Projects\Code\spring-flowable-microservice-event-driven-example\flowable-saga-orchestrator-engine)
2025-02-11T16:47:52.718+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [main] lowableSagaOrchestratorEngineApplication : No active profile set, falling back to 1 default profile: "default"
	at org.springframework.kafka.listener.adapter.KotlinAwareInvocableHandlerMethod.doInvoke(KotlinAwareInvocableHandlerMethod.java:45) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.messaging.handler.invocation.InvocableHandlerMethod.invoke(InvocableHandlerMethod.java:119) ~[spring-messaging-6.2.2.jar:6.2.2]
	at org.springframework.kafka.listener.adapter.HandlerAdapter.invoke(HandlerAdapter.java:71) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.kafka.listener.adapter.MessagingMessageListenerAdapter.invokeHandler(MessagingMessageListenerAdapter.java:474) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.kafka.listener.adapter.MessagingMessageListenerAdapter.invoke(MessagingMessageListenerAdapter.java:421) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.kafka.listener.adapter.RecordMessagingMessageListenerAdapter.onMessage(RecordMessagingMessageListenerAdapter.java:85) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.kafka.listener.adapter.RecordMessagingMessageListenerAdapter.onMessage(RecordMessagingMessageListenerAdapter.java:50) ~[spring-kafka-3.3.2.jar:3.3.2]
	at org.springframework.kafka.listener.KafkaMessageListenerContainer$ListenerConsumer.doInvokeOnMessage(KafkaMessageListenerContainer.java:2882) ~[spring-kafka-3.3.2.jar:3.3.2]
	... 10 common frames omitted

2025-02-11T16:56:58.659+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Node -1 disconnected.
2025-02-11T16:59:43.321+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [kafka-producer-network-thread | flowable-saga-orchestrator-engine-producer-1] org.apache.kafka.clients.NetworkClient   : [Producer clientId=flowable-saga-orchestrator-engine-producer-1] Node -1 disconnected.
2025-02-11T17:06:58.885+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Node -1 disconnected.
2025-02-11T17:09:43.332+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [kafka-producer-network-thread | flowable-saga-orchestrator-engine-producer-1] org.apache.kafka.clients.NetworkClient   : [Producer clientId=flowable-saga-orchestrator-engine-producer-1] Node -1 disconnected.
2025-02-11T17:49:05.924+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Node 2147482646 disconnected.
2025-02-11T17:49:05.960+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [kafka-coordinator-heartbeat-thread | saga-group] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Group coordinator localhost:9092 (id: 2147482646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: true. Rediscovery will be attempted.
2025-02-11T17:49:06.118+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Discovered group coordinator localhost:9092 (id: 2147482646 rack: null)
2025-02-11T17:49:08.965+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [kafka-producer-network-thread | flowable-saga-orchestrator-engine-producer-1] org.apache.kafka.clients.NetworkClient   : [Producer clientId=flowable-saga-orchestrator-engine-producer-1] Node 1001 disconnected.
2025-02-11T18:00:10.580+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Node 2147482646 disconnected.
2025-02-11T18:00:10.583+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [kafka-coordinator-heartbeat-thread | saga-group] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Group coordinator localhost:9092 (id: 2147482646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: true. Rediscovery will be attempted.
2025-02-11T18:00:10.590+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Discovered group coordinator localhost:9092 (id: 2147482646 rack: null)
2025-02-11T18:00:10.591+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Group coordinator localhost:9092 (id: 2147482646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2025-02-11T18:00:10.592+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Requesting disconnect from last known coordinator localhost:9092 (id: 2147482646 rack: null)
2025-02-11T18:00:10.748+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Discovered group coordinator localhost:9092 (id: 2147482646 rack: null)
2025-02-11T18:09:59.392+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] org.apache.kafka.clients.NetworkClient   : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Node 2147482646 disconnected.
2025-02-11T18:09:59.394+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [kafka-coordinator-heartbeat-thread | saga-group] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Group coordinator localhost:9092 (id: 2147482646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: true. Rediscovery will be attempted.
2025-02-11T18:09:59.399+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Discovered group coordinator localhost:9092 (id: 2147482646 rack: null)
2025-02-11T18:09:59.403+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Group coordinator localhost:9092 (id: 2147482646 rack: null) is unavailable or invalid due to cause: coordinator unavailable. isDisconnected: false. Rediscovery will be attempted.
2025-02-11T18:09:59.405+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Requesting disconnect from last known coordinator localhost:9092 (id: 2147482646 rack: null)
2025-02-11T18:09:59.519+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Discovered group coordinator localhost:9092 (id: 2147482646 rack: null)
2025-02-11T18:10:02.031+06:00  WARN 27940 --- [flowable-saga-orchestrator-engine] [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool        : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=37m36s426ms849µs200ns).
2025-02-11T18:10:19.917+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [kafka-producer-network-thread | flowable-saga-orchestrator-engine-producer-1] org.apache.kafka.clients.NetworkClient   : [Producer clientId=flowable-saga-orchestrator-engine-producer-1] Node 1001 disconnected.
2025-02-11T18:10:22.028+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] k.c.c.i.ConsumerRebalanceListenerInvoker : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Revoke previously assigned partitions saga-replies-0
2025-02-11T18:10:22.028+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.s.k.l.KafkaMessageListenerContainer    : saga-group: partitions revoked: [saga-replies-0]
2025-02-11T18:10:22.028+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Member consumer-saga-group-1-b4e5e3fc-3c8b-4a8a-8eed-0a4de14a37e2 sending LeaveGroup request to coordinator localhost:9092 (id: 2147482646 rack: null) due to the consumer unsubscribed from all topics
2025-02-11T18:10:22.028+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Resetting generation and member id due to: consumer pro-actively leaving the group
2025-02-11T18:10:22.028+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Request joining group due to: consumer pro-actively leaving the group
2025-02-11T18:10:22.028+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.LegacyKafkaConsumer  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Unsubscribed all topics or patterns and assigned partitions
2025-02-11T18:10:22.028+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Resetting generation and member id due to: consumer pro-actively leaving the group
2025-02-11T18:10:22.028+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.k.c.c.internals.ConsumerCoordinator  : [Consumer clientId=consumer-saga-group-1, groupId=saga-group] Request joining group due to: consumer pro-actively leaving the group
2025-02-11T18:10:22.516+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.apache.kafka.common.metrics.Metrics    : Metrics scheduler closed
2025-02-11T18:10:22.517+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.apache.kafka.common.metrics.Metrics    : Closing reporter org.apache.kafka.common.metrics.JmxReporter
2025-02-11T18:10:22.520+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.apache.kafka.common.metrics.Metrics    : Closing reporter org.apache.kafka.common.telemetry.internals.ClientTelemetryReporter
2025-02-11T18:10:22.520+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.apache.kafka.common.metrics.Metrics    : Metrics reporters closed
2025-02-11T18:10:22.523+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.a.kafka.common.utils.AppInfoParser     : App info kafka.consumer for consumer-saga-group-1 unregistered
2025-02-11T18:10:22.523+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [org.springframework.kafka.KafkaListenerEndpointContainer#0-0-C-1] o.s.k.l.KafkaMessageListenerContainer    : saga-group: Consumer stopped
2025-02-11T18:10:22.528+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [SpringApplicationShutdownHook] o.s.b.w.e.tomcat.GracefulShutdown        : Commencing graceful shutdown. Waiting for active requests to complete
2025-02-11T18:10:22.531+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [tomcat-shutdown] o.s.b.w.e.tomcat.GracefulShutdown        : Graceful shutdown complete
2025-02-11T18:10:22.531+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [SpringApplicationShutdownHook] o.a.k.clients.producer.KafkaProducer     : [Producer clientId=flowable-saga-orchestrator-engine-producer-1] Closing the Kafka producer with timeoutMillis = 30000 ms.
2025-02-11T18:10:22.545+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [SpringApplicationShutdownHook] o.apache.kafka.common.metrics.Metrics    : Metrics scheduler closed
2025-02-11T18:10:22.545+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [SpringApplicationShutdownHook] o.apache.kafka.common.metrics.Metrics    : Closing reporter org.apache.kafka.common.metrics.JmxReporter
2025-02-11T18:10:22.545+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [SpringApplicationShutdownHook] o.apache.kafka.common.metrics.Metrics    : Closing reporter org.apache.kafka.common.telemetry.internals.ClientTelemetryReporter
2025-02-11T18:10:22.545+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [SpringApplicationShutdownHook] o.apache.kafka.common.metrics.Metrics    : Metrics reporters closed
2025-02-11T18:10:22.545+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [SpringApplicationShutdownHook] o.a.kafka.common.utils.AppInfoParser     : App info kafka.producer for flowable-saga-orchestrator-engine-producer-1 unregistered
2025-02-11T18:10:22.547+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [SpringApplicationShutdownHook] o.f.j.s.i.a.AbstractAsyncExecutor        : Shutting down the async job executor [org.flowable.spring.job.service.SpringAsyncExecutor] for engine cmmn
2025-02-11T18:10:22.547+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [flowable-cmmn-reset-expired-jobs] o.f.j.s.i.a.ResetExpiredJobsRunnable     : stopped resetting expired jobs for engine cmmn
2025-02-11T18:10:22.547+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [flowable-cmmn-acquire-async-jobs] o.f.j.s.i.a.AcquireAsyncJobsDueRunnable  : stopped async job due acquisition for engine cmmn
2025-02-11T18:10:22.547+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [flowable-cmmn-acquire-timer-jobs] o.f.j.s.i.a.AcquireTimerJobsRunnable     : stopped async job due acquisition for engine cmmn
2025-02-11T18:10:22.547+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [SpringApplicationShutdownHook] o.f.j.s.i.a.AbstractAsyncExecutor        : Shutting down the async job executor [org.flowable.spring.job.service.SpringAsyncExecutor] for engine bpmn
2025-02-11T18:10:22.547+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [flowable-bpmn-acquire-async-jobs] o.f.j.s.i.a.AcquireAsyncJobsDueRunnable  : stopped async job due acquisition for engine bpmn
2025-02-11T18:10:22.547+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [flowable-bpmn-reset-expired-jobs] o.f.j.s.i.a.ResetExpiredJobsRunnable     : stopped resetting expired jobs for engine bpmn
2025-02-11T18:10:22.547+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [flowable-bpmn-acquire-timer-jobs] o.f.j.s.i.a.AcquireTimerJobsRunnable     : stopped async job due acquisition for engine bpmn
2025-02-11T18:10:22.547+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown initiated...
2025-02-11T18:10:22.547+06:00  INFO 27940 --- [flowable-saga-orchestrator-engine] [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource       : HikariPool-1 - Shutdown completed.
